MSOA_code,Burglary,Criminal Damage,Drugs,Other Notifiable Offences,Robbery,Theft and Handling,Violence Against the Person,MSOA_name,Total_yearly_income_2018,pc_change_inc,Total_crime
E02000125,1.5051599535980813,0.9897873765231364,0.9910413133525762,0.8693882573120622,0.7099812195266585,0.8368365314548643,1.0608058987804683,Brent 033,52500,53.463899444606845,629.0
E02000126,0.9138471146845495,1.04697509161114,1.580772070187072,1.0748800272221861,1.5198857218015132,0.5968073214570788,1.3674843813662911,Brent 034,41300,64.93610223642172,555.0
E02000127,0.7989497674182015,1.6143556588436478,0.6196203241398384,0.8121176401707881,0.3473964893677699,0.8419046594650413,1.2767309692423612,Bromley 001,45800,68.94135005533015,857.0
E02000128,1.2239762260028355,1.4398445426003232,0.26117185608294385,0.5623665300794808,0.2806549692573329,0.9759429417492375,1.0660267808925852,Bromley 002,55000,52.52357182473655,442.0
E02000130,1.065601120395802,1.3751179341767092,0.8955187230150686,0.7833595349907144,0.6315247090052277,0.9181327573930959,1.0656018444495203,Bromley 004,55200,64.57960644007156,825.0
E02000131,1.5679110778156282,0.9855597900582975,1.4274586499673156,0.868644645655026,0.9670525257904552,0.7765099010893631,1.0200992360998542,Bromley 005,54200,74.38867438867439,744.0
E02000132,1.3648685378092706,0.9233280255866348,0.5218939005730646,0.802688933138204,0.42729643543333873,0.953544128269909,1.0892771175576483,Bromley 006,56300,55.86932447397564,929.0
E02000133,1.8376273501808875,1.1713868097545361,0.8981443142367231,0.5688009297371408,1.0219180482431764,0.8402180665822478,0.8828410322493474,Bromley 007,72000,58.695173021820594,437.0
E02000134,0.9466389472698389,1.1783777788638223,0.8375624886243557,1.4114158086158832,0.8413451649376765,0.8727612019730793,1.1521972602067911,Bromley 008,56100,56.5727044376221,1268.0
E02000135,0.9066997070836647,1.5767294476218843,1.650956304999847,0.8887276202730923,0.7761756200064251,0.6799276863527509,1.2437232250638668,Bromley 009,43100,66.21673736984188,895.0
E02000136,1.0851934486879025,1.5424186617485542,0.7799862188423053,0.2519250063801999,0.41908613652615256,1.1710608778590934,0.7852351721126749,Bromley 010,52400,56.7454382291355,592.0
E02000137,1.9520897317387649,1.0259024997248987,0.14674316998558626,0.5266228946930731,0.36794342156024923,1.1587107066425004,0.669980430489311,Bromley 011,60300,57.19499478623567,472.0
E02000138,2.022778720476191,1.150014921605975,0.9886374441346298,1.1269995247638158,0.3124672453696251,0.879601207185291,0.8124820615989267,Bromley 012,60200,51.59909342734827,397.0
E02000139,1.6328182848273938,1.016933681778586,0.6314555098183176,0.33991932484804177,0.551331095163294,1.198241056258786,0.664895450811751,Bromley 013,61300,67.4863387978142,585.0
E02000140,1.0358694750846251,2.0472642584105527,0.8807983104799583,0.8046067255796132,0.45891143181222166,0.6263307915869625,1.3051373694701833,Bromley 014,42300,64.52742123687281,865.0
E02000141,1.6031714468819467,1.1585984036302022,0.6823918840709036,0.6122315425988437,0.5499731368008228,0.8158326684942825,1.0904509075550166,Bromley 015,55700,66.91639196883428,406.0
E02000142,1.37414695447024,1.363056945447297,0.45492792271393573,0.12244630851976873,0.18332437893360762,1.1320468810889657,0.84899392088212,Bromley 016,62900,60.62308478038815,406.0
E02000144,0.31028191964363794,0.7686126664605589,1.2711918257084713,1.0603510189177194,0.7506963572535923,1.4634130247038106,0.7309699188838539,Bromley 018,63100,60.15228426395939,2016.0
E02000145,0.6312369274322659,1.9914055449205394,0.5996777163047334,0.9684389855654436,0.13425270174430862,1.0281753033760455,1.0438353113987144,Bromley 019,43200,63.45062429057889,924.0
E02000146,1.0649556927032544,1.7157613459966021,1.0453043657240975,0.6850244267976038,0.24419192207035662,0.540825898564497,1.487778590603114,Bromley 020,60500,66.02634467618003,508.0
E02000147,1.4917210254409559,0.9851567923054844,0.5003502927062714,0.7695541990561316,0.30724333476592236,1.2719055882446202,0.6559585490338691,Bromley 021,64600,47.792267215740104,323.0
E02000148,1.4175982415681134,1.4178755399924599,0.7887065616616603,1.0807217665005675,0.46229625991953227,0.8372802411746175,1.0410081024298512,Bromley 022,63800,54.442023723069475,322.0
E02000149,0.9491184068302689,1.796126441623622,0.5670636650671076,0.9593775681566442,0.261156834551034,0.9234564531317712,1.087389992726792,Bromley 023,49300,66.0491748063321,570.0
E02000150,1.1604860395526104,1.9209321242898838,0.3241627592817319,0.6204455695354272,0.5031648840413838,0.5327592839840156,1.484952569742237,Bromley 024,58300,51.349948078920036,641.0
E02000151,1.795893688748208,0.6588108569661935,0.33827973740267014,0.5462989149343529,0.2726362558499806,1.0816147682084802,0.8919329218206417,Bromley 025,70400,66.31230805575242,273.0
E02000152,0.9846451603826382,1.3987061270974568,0.40593568488320414,1.748156527789929,0.32716350701997665,0.5248182962263757,1.6193795126042299,Bromley 026,47700,54.619124797406805,455.0
E02000153,1.8821323875680809,1.783421577646766,0.45092953276820774,0.9709609620903537,0.3876546762866911,0.7020943689016325,1.012926663346027,Bromley 027,61600,54.61847389558233,256.0
E02000154,1.084296347462754,1.1951725755957383,0.5439485044491889,0.6506963515579333,0.32473690160141666,1.041851329768765,1.0430648209963431,Bromley 028,59500,65.09433962264151,764.0
E02000155,2.0652425560555656,1.4542501018827623,0.13117950044166043,0.9886147977647237,0.8457920209891442,0.7659211297108717,0.9253343354735325,Bromley 029,50900,62.101910828025474,352.0
E02000156,1.7437603342580918,1.2503168719633455,0.31751108947765355,1.074352090077185,0.38993947791509986,0.8727015270815464,0.987832835901018,Bromley 030,57200,44.95691839837811,509.0
